,ISBN,mean
320789,8467003855,7.0
320791,8467004118,7.0
265912,1582340048,7.0
265919,1582340331,7.0
84950,0393322793,7.0
324707,8492310669,7.0
163197,0673992004,7.0
163198,0673992012,7.0
163200,0673993817,7.0
84977,0393323536,7.0
43366,0312854102,7.0
265953,1582341095,7.0
336409,9676114626,7.0
334306,9080256102,7.0
243698,0953420566,7.0
243709,0953572463,7.0
324701,8492224579,7.0
265990,1582342119,7.0
266031,1582343608,7.0
43346,0312853378,7.0
84985,0393323676,7.0
336404,967611345X,7.0
163101,0673393976,7.0
163108,0673398765,7.0
266049,1582344280,7.0
163119,0673466248,7.0
163132,0673520951,7.0
163137,0673521214,7.0
85032,0393325679,7.0
163065,0673160041,7.0
85021,0393325032,7.0
324706,8492310626,7.0
243663,0952925001X,7.0
243667,0953007901,7.0
43297,0312851456,7.0
266129,1582430748,7.0
266144,1582431213,7.0
163039,0672981009,7.0
163045,0673079678,7.0
324730,849313824X,7.0
324735,8493168513,7.0
324740,8493199214,7.0
324741,8493199265,7.0
243656,0952855321,7.0
334309,9080442313,7.0
334314,9080687448,7.0
334318,909674272,7.0
163026,067260244X,7.0
336434,9679959945,7.0
43281,0312850883,7.0
266158,1582431418,7.0
162988,0672484404,7.0
162989,067248448X,7.0
162990,0672484900,7.0
162993,0672504774,7.0
12054,0061064831,7.0
320777,8466716998,7.0
320778,8467000597,7.0
85044,0393701522,7.0
180697,0741416360,7.0
243632,095243010X,7.0
243643,0952655551,7.0
266171,1582431671,7.0
266193,1582432546,7.0
43239,0312833725,7.0
85066,0393900711,7.0
43227,0312807473,7.0
162931,0672315459,7.0
162946,0672317249,7.0
162947,0672317354,7.0
77766,0380773724,7.0
77777,0380773937,7.0
180710,0742510638,7.0
180714,0742520838,7.0
324782,8495002183,7.0
324783,849500268X,7.0
85102,0393953505,7.0
266240,1582615616,7.0
266242,1582616345,7.0
43203,0312762518,7.0
266253,1582700354,7.0
243602,0951796119,7.0
243571,0950579785,7.0
243580,095091844X,7.0
243582,0951044435,7.0
243590,095126180790,7.0
324753,8493252816,7.0
180744,0743200438,7.0
180751,074320073X,7.0
266284,158287171X,7.0
266288,1582880336,7.0
12070,0061065625,7.0
12081,0061065811,7.0
162917,067231438X,7.0
162922,0672314983,7.0
162930,0672315335,7.0
85098,039395272X,7.0
85099,0393952835,7.0
320747,8466610499,7.0
43180,0312687982,7.0
162902,067231116X,7.0
77753,0380773244,7.0
243553,0949892564,7.0
162852,0672301687,7.0
162865,0672305224,7.0
266304,1582970157,7.0
266309,1582970459,7.0
43158,0312598130,7.0
43165,0312631901,7.0
243508,0949128325,7.0
243536,0949493023,7.0
180819,0743202899,7.0
180822,074320297X,7.0
180825,0743203003,7.0
4450,0028639588,7.0
334276,9074996221,7.0
334278,9075566042,7.0
334284,907614804X,7.0
43141,0312564759,7.0
266330,1582971420,7.0
162838,0672225158,7.0
162847,0672273136,7.0
266342,1582971862,7.0
266346,1582972397,7.0
266352,1583064653,7.0
266373,1583141138,7.0
3078,0007178484,7.0
3080,0007179634,7.0
85141,0393957365,7.0
180841,0743203390,7.0
180844,0743203607,7.0
180851,0743203828,7.0
324787,8495011492,7.0
324792,8495060167,7.0
243457,094839708X,7.0
266423,1583142967,7.0
266431,1583143335,7.0
266434,1583143475,7.0
266435,1583143483,7.0
266440,158314353x,7.0
266441,1583143548,7.0
162829,0671993755,7.0
162797,0671899406,7.0
266449,1583143890,7.0
43095,0312481713,7.0
266459,1583144218,7.0
243464,0948456124,7.0
180868,0743204158,7.0
180874,0743204247,7.0
266467,1583144501,7.0
266471,1583144803,7.0
266474,1583145486,7.0
85181,0393962954,7.0
85186,0393963462,7.0
162764,0671897896,7.0
162632,0671888773,7.0
162641,0671890271,7.0
266497,1583224823,7.0
43071,0312424256,7.0
43073,0312437285,7.0
320715,8466603832,7.0
180875,0743204298,7.0
180887,0743204727,7.0
243427,0947962646,7.0
243449,0948238259,7.0
162556,0671885243,7.0
320724,846660622X,7.0
320730,8466606718,7.0
320735,8466608621,7.0
162571,0671885677,7.0
162591,0671887246,7.0
162592,0671887254,7.0
85197,0393965945,7.0
243390,09472664370,7.0
243407,0947761594,7.0
243410,0947782230,7.0
54333,0345337026,7.0
243419,0947792708,7.0
243424,0947889507,7.0
180893,0743205022,7.0
77694,0380771098,7.0
266554,158348454X,7.0
266565,1583487840,7.0
266568,1583487921,7.0
3072,0007173946,7.0
266589,1583488359,7.0
266611,1583762078,7.0
336483,9681508211,7.0
266632,1584190051,7.0
266654,1584652829,7.0
324808,8495213451,7.0
324817,8495304600,7.0
180938,0743207335,7.0
3057,0007165498,7.0
336523,9681906993,7.0
266679,1584800801,7.0
85239,0393972771,7.0
162391,0671878727,7.0
12101,006106646X,7.0
320704,8466403973,7.0
3052,0007164076,7.0
180991,0743212355,7.0
54358,0345337867,7.0
9602,0060927518,7.0
243313,0946395438,7.0
162369,0671878506,7.0
266701,158485121X,7.0
266713,1584853050,7.0
42947,0312396066,7.0
85270,0393976580,7.0
162389,0671878700,7.0
162351,0671877828,7.0
266783,1585420174,7.0
162329,0671877526,7.0
162332,0671877569,7.0
54371,0345338502,7.0
54375,0345338677,7.0
243331,0946551928,7.0
243333,0946592225,7.0
243339,0946626855,7.0
181001,0743212746,7.0
162254,0671876473,7.0
320667,8466311122,7.0
320668,8466311319,7.0
320672,8466311491,7.0
320675,8466311815,7.0
42889,0312328257,7.0
162247,0671876341,7.0
181019,0743214358,7.0
77655,0380769476,7.0
243261,0945575696,7.0
54416,0345340280,7.0
243272,0945586051,7.0
243297,0945971656,7.0
85337,039417884X,7.0
320633,8466308482,7.0
42884,0312327641,7.0
12138,0061067903,7.0
320652,8466310606,7.0
42858,0312324723,7.0
42864,0312325614,7.0
266810,1585420735,7.0
162175,0671874527,7.0
162206,0671875396,7.0
243250,0945575432,7.0
243253,094557553553,7.0
181036,0743215788,7.0
181053,0743216466,7.0
162140,0671872613,7.0
266815,1585420905,7.0
266817,1585420921,7.0
42846,0312323476,7.0
266845,158542160X,7.0
162125,0671872095,7.0
243203,0945397518,7.0
324819,8495311046,7.0
181097,0743219465,7.0
181112,0743219848,7.0
12158,0061073571,7.0
85377,0394223624,7.0
336529,9681908355,7.0
320613,8466306781,7.0
320620,8466307443,7.0
320623,8466307664,7.0
266910,1585670685,7.0
161957,0671865064,7.0
85390,0394224531,7.0
266879,158547021X,7.0
243183,0945352476,7.0
243186,0945353626,7.0
243191,0945354630,7.0
243200,0945397348,7.0
85401,0394280032,7.0
85406,0394280148,7.0
266932,1585671886,7.0
320611,8466306668,7.0
12168,0061076082,7.0
161883,0671852132,7.0
161898,0671853414,7.0
54454,0345341724,7.0
54458,0345341953,7.0
181141,0743222148,7.0
181162,0743222857,7.0
161857,0671847139,7.0
161860,0671847511,7.0
266991,1585710164,7.0
42724,0312314655,7.0
320590,8466304886,7.0
12163,0061075639,7.0
12174,0061080039,7.0
266996,1585710660,7.0
267000,1585710806,7.0
85440,0394281772,7.0
161830,0671836072,7.0
267003,1585710946,7.0
267011,1585731978,7.0
267014,1585740128,7.0
243145,0945084544,7.0
77590,038076735X,7.0
181207,0743224329,7.0
42696,0312312873,7.0
42705,0312313586,7.0
267039,1585742406,7.0
161759,0671832727,7.0
161815,0671835661,7.0
161821,0671835815,7.0
267044,158574297X,7.0
320571,8466303626,7.0
320572,8466303642,7.0
161705,0671829173,7.0
161732,0671831402,7.0
85450,0394297393,7.0
9552,0060925884,7.0
77584,0380766922,7.0
54523,0345344588,7.0
85468,0394328159,7.0
320589,8466304835,7.0
267055,1585744069,7.0
267064,1585745472,7.0
267072,1585746827,7.0
161667,0671826808,7.0
161664,067182676X,7.0
267084,1585748684,7.0
243033,0944092284,7.0
243037,0944159001,7.0
243059,0944276288,7.0
334267,9074336728,7.0
42642,0312310013,7.0
267120,1585980609,7.0
42615,0312308760,7.0
42626,0312309260,7.0
336554,9682985846,7.0
42597,0312308019,7.0
320530,8466301879,7.0
181337,0743229886,7.0
320552,846630276X,7.0
320556,8466302840,7.0
161602,0671822209275,7.0
161608,0671822446,7.0
161620,0671822896,7.0
161623,067182306X,7.0
42558,0312306210,7.0
267159,1586212710,7.0
267166,1586214497,7.0
42566,031230689X,7.0
320540,8466302298,7.0
161546,0671817930,7.0
42573,0312307195,7.0
42577,0312307349,7.0
267190,1586420232,7.0
267191,1586420410,7.0
267198,1586420682,7.0
181340,0743230027,7.0
267205,1586480081,7.0
161524,0671816128,7.0
161535,0671817205,7.0
42526,0312304862,7.0
267255,1586482475,7.0
85538,0394408667,7.0
161497,0671811916,7.0
161514,0671813781,7.0
77553,0380765861,7.0
181382,0743233786,7.0
181395,074323491X,7.0
242842,0943066433,7.0
161393,0671800604,7.0
267259,1586590413,7.0
267263,1586600362,7.0
161425,0671805606,7.0
85552,0394410629,7.0
85584,039441814X,7.0
161289,067179647X,7.0
320528,8466301763,7.0
161319,0671797484,7.0
161324,0671797638,7.0
161389,0671800019,7.0
54565,0345346521,7.0
42497,0312303726,7.0
267315,1586604007,7.0
267316,1586604082,7.0
267345,1586605941,7.0
267349,1586606271,7.0
42471,0312302592,7.0
161234,0671794922,7.0
161251,0671795511,7.0
42480,0312303262,7.0
267366,1586607340,7.0
267383,1586608606,7.0
267420,1586632434,7.0
85618,0394430107,7.0
161188,0671793616,7.0
161196,0671793918,7.0
181426,0743236017,7.0
181427,0743236033,7.0
181429,074323605X,7.0
242816,0942679253,7.0
242827,0942802799,7.0
267427,1586634151,7.0
12238,0061081531,7.0
161142,0671792458,7.0
161164,0671793128,7.0
85607,0394425189,7.0
267398,1586609998,7.0
267448,1586637118,7.0
85623,0394432622,7.0
242798,0942545699,7.0
9509,0060924691,7.0
181435,0743236173,7.0
181442,0743236874,7.0
181450,0743237285,7.0
181469,0743239288,7.0
267465,1586648500,7.0
267466,1586648616,7.0
267467,1586648624,7.0
267474,1586648950,7.0
42395,0312294182,7.0
267475,1586648969,7.0
267477,1586649019,7.0
320491,8466300287,7.0
242754,0942299639,7.0
181485,0743241711,7.0
77485,0380763435,7.0
336587,9684132557,7.0
161040,067178653,7.0
267489,1586683020,7.0
267496,1586851721,7.0
267518,1587151111,7.0
320463,8460913880,7.0
181545,0743244850,7.0
181555,0743245245,7.0
320466,846413036,7.0
320469,8466107125,7.0
320478,8466204121,7.0
85657,0394465369,7.0
85661,0394465954,7.0
42335,0312290144,7.0
160908,0671778129,7.0
160870,0671775405,7.0
160881,0671775634,7.0
267583,1587243466,7.0
267594,1587360381,7.0
85696,0394479149,7.0
77467,0380762919,7.0
324973,8495808021,7.0
242690,0942103068,7.0
54649,0345349962,7.0
54654,0345350057,7.0
181591,0743246969,7.0
160838,0671773275,7.0
160842,0671773510,7.0
320435,8460552691,7.0
320438,8460560589,7.0
320439,846057220X,7.0
320444,8460631877,7.0
320449,846072266X,7.0
12268,0061082155,7.0
160824,067177008X,7.0
85726,0394484665,7.0
42242,0312286783,7.0
42270,0312287844,7.0
42273,0312287933,7.0
324962,849576010X,7.0
9501,0060924411X,7.0
160731,067175950,7.0
85742,0394487281,7.0
42218,0312285329,7.0
336596,9684322046,7.0
160685,0671757504,7.0
320421,8460408272,7.0
320431,8460484785,7.0
160622,0671750615,7.0
85747,0394488121,7.0
242609,0941532283,7.0
54676,0345350723,7.0
4474,0028642422,7.0
4480,0028643275,7.0
4482,0028643518,7.0
334231,9071442985,7.0
160574,0671748513,7.0
160598,0671749404,7.0
267755,1588380823,7.0
160468,067174478X,7.0
42155,0312283377,7.0
267782,1588512681,7.0
160503,0671746014,7.0
242533,0941308049,7.0
242559,0941423549,7.0
77438,0380761947,7.0
181655,0743254139,7.0
181670,0743255674,7.0
320385,8449503353,7.0
320386,844950337X,7.0
320391,8449996171,7.0
85825,0394500326,7.0
160330,0671741373,7.0
160337,0671741446,7.0
160344,0671741802,7.0
181674,074325581X,7.0
181691,0743259904,7.0
181697,0743260724,7.0
324986,8495894122,7.0
324991,8495941252,7.0
242526,0941267067,7.0
54714,0345352378,7.0
54719,0345352483,7.0
267886,1589196635,7.0
160291,0671739999,7.0
267850,1588981347,7.0
267873,1588994058,7.0
42074,0312280718,7.0
242531,0941300056,7.0
242498,0941151430,7.0
242500,0941188132,7.0
242517,0941255441,7.0
9488,0060923970,7.0
181716,074340002X,7.0
181723,0743400216,7.0
181742,0743400488,7.0
267891,1589199642,7.0
267897,1589199987,7.0
336611,9686225064,7.0
42043,0312278659,7.0
42047,031227872,7.0
267938,1589820029,7.0
85842,0394502698,7.0
42026,0312278284,7.0
181763,0743403347,7.0
242459,0940884070,7.0
242461,0940884097,7.0
242462,0940884410,7.0
242464,0940884569,7.0
242484,0941053040,7.0
267971,1590070917,7.0
320384,8449503035,7.0
42004,0312277067,7.0
160175,0671737031,7.0
41988,0312276745,7.0
242424,0940625997,7.0
242425,0940642085,7.0
54769,0345354079,7.0
181800,0743404025,7.0
181825,0743406273,7.0
77383,038075987X,7.0
41973,0312275617,7.0
41974,0312275633,7.0
160145,0671736401,7.0
160157,0671736785,7.0
85850,0394503686,7.0
268010,1590171136,7.0
268021,1590270142,7.0
268025,1590270355,7.0
160072,067173427X,7.0
160078,0671734474,7.0
160082,067173458X,7.0
160088,0671734687,7.0
268035,1590381564,7.0
41942,0312274629,7.0
267987,1590130154,7.0
77390,0380760142,7.0
181836,0743406567,7.0
181867,0743407296,7.0
85903,0394510240,7.0
41938,0312274556,7.0
160049,0671733583,7.0
159910,0671729527,7.0
159957,0671730789,7.0
159964,0671730886,7.0
181895,0743410017,7.0
181896,0743410033,7.0
54805,0345356381,7.0
181966,0743411838411,7.0
320340,8449313384,7.0
320343,8449408164,7.0
320357,8449417260,7.0
320365,8449500249,7.0
41920,0312273053,7.0
41882,0312271816,7.0
268131,1590580478,7.0
41847,031226982X,7.0
41871,0312271166,7.0
41872,0312271174,7.0
9462,0060923091,7.0
9466,0060923210,7.0
325026,8495980118,7.0
325032,8495980274,7.0
325038,8495980517,7.0
159793,0671725947,7.0
159795,0671726099,7.0
268168,1590590082,7.0
268201,1590710045,7.0
336631,9687830034,7.0
159788,067172570X,7.0
85946,0394515927,7.0
2951,0007141076(HC,7.0
182068,074341702X,7.0
242271,0939729067,7.0
242306,0940160102,7.0
242311,0940188031,7.0
268242,1590864670,7.0
85960,0394519922,7.0
268216,1590790553,7.0
268247,159086753X,7.0
268250,159086994X,7.0
41789,0312267843,7.0
320322,8449300258,7.0
159632,0671721240,7.0
268285,1591050359,7.0
41747,0312266782,7.0
242238,0939594560,7.0
242251,0939680351,7.0
242270,0939708310,7.0
268304,1591094925,7.0
41733,0312266499,7.0
320279,8448123700,7.0
320280,8448125150,7.0
159606,0671720880,7.0
159617,0671721054,7.0
334204,9070066602,7.0
334205,907006661,7.0
54868,0345358783,7.0
54882,0345359429,7.0
242191,0939332167,7.0
159594,0671720678,7.0
159596,0671720724,7.0
320287,8448301927,7.0
12368,006108445,7.0
268308,1591098513,7.0
268317,1591131626,7.0
159549,0671719165,7.0
159572,067172035,7.0
9456,0060922885,7.0
325059,849607563X,7.0
242166,0939180444,7.0
242174,0939218046,7.0
334213,9070066963,7.0
334219,9070506041,7.0
334223,9070807122,7.0
320261,8448034023,7.0
320263,8448037170,7.0
320267,8448039289,7.0
159531,0671709798,7.0
159535,0671712268,7.0
320250,844803080X,7.0
12386,0061084751,7.0
182147,0743418905,7.0
242133,0939149109,7.0
242143,0939149524,7.0
77301,0380757109,7.0
268361,1591162149,7.0
320242,8448030494,7.0
159483,0671708236,7.0
259512,1567510981,7.0
242089,0938753770,7.0
54902,0345360249,7.0
54905,034536032X,7.0
54910,0345360400,7.0
54914,0345360761,7.0
242101,0938817043,7.0
242105,0938819178225,7.0
242114,0938965077,7.0
12394,006108512X,7.0
320244,8448030648,7.0
320245,8448030664,7.0
320246,8448030672,7.0
320247,8448030680,7.0
320248,8448030699,7.0
320249,8448030702,7.0
268378,159129021X,7.0
268385,1591290910,7.0
41654,0312263465,7.0
268388,1591291186,7.0
268393,1591291852,7.0
320206,8447331628,7.0
54945,0345361911,7.0
242054,0938635859,7.0
242065,0938716360,7.0
242068,093871659X,7.0
182200,0743423445,7.0
77296,0380756978,7.0
268456,1591450233,7.0
12413,006108705X,7.0
12414,0061087068,7.0
41619,0312262574,7.0
86044,0394530942,7.0
159426,0671706071,7.0
159434,0671706330,7.0
336651,9700510123,7.0
336652,9700510247,7.0
325103,8496142337,7.0
325109,8496172090,7.0
242030,0938434810,7.0
54931,0345361407,7.0
241964,0938078585,7.0
159354,0671703625,7.0
159385,0671704761,7.0
41592,0312261896,7.0
320156,8447314375,7.0
320162,8447315193,7.0
320173,8447317366,7.0
320179,844731842,7.0
159305,0671702262,7.0
159270,0671701215,7.0
268505,1591820553,7.0
320117,8447309738,7.0
320119,8447309967,7.0
320121,8447312.7O,7.0
325089,8496123081,7.0
182291,0743428692,7.0
182317,074343112X,7.0
320151,8447313565,7.0
159157,0671696645,7.0
159196,0671698389,7.0
159210,0671698648,7.0
86107,0394537718,7.0
86111,039453817X,7.0
41508,0312253370,7.0
41515,0312253443,7.0
320077,8447302148,7.0
320078,8447302237,7.0
320080,844730230X,7.0
182342,0743434757,7.0
54977,0345362969,7.0
320096,8447306992,7.0
268552,1591822254,7.0
159094,0671694324,7.0
159095,0671694332,7.0
159062,0671693034,7.0
159084,0671693913,7.0
159085,0671694014,7.0
86129,0394539710,7.0
268560,1591822572,7.0
241841,093742451X,7.0
241852,0937539325,7.0
268596,1591823676,7.0
320047,8447300382,7.0
159031,0671691929,7.0
159040,0671692496,7.0
77233,0380755351,7.0
241771,0937175226,7.0
241787,0937247065,7.0
241789,0937247502,7.0
241793,0937274747,7.0
320069,8447301826,7.0
320073,8447302083,7.0
320074,8447302091,7.0
268606,1591823919,7.0
2930,0007137648,7.0
336711,9706665099,7.0
159016,0671691406,7.0
336676,9706077421,7.0
336698,9706611487,7.0
336701,9706611584,7.0
182471,0743437950,7.0
182486,0743439902,7.0
241730,0936861681,7.0
241732,0936878010,7.0
241738,0937064076,7.0
241739,0937064084,7.0
241744,0937064319,7.0
268634,1591827191,7.0
320024,8445802682,7.0
320025,8445901125,7.0
12486,0061091979,7.0
158974,0671689568,7.0
158978,067168972,7.0
86167,0394544560,7.0
320041,8447300099,7.0
41398,0312243758,7.0
41400,0312243979,7.0
41405,0312244282,7.0
268644,1591840198,7.0
268631,1591826845,7.0
9420,0060921153,7.0
241727,0936861428,7.0
268653,15918653,7.0
41385,0312243014,7.0
158841,067168339X,7.0
241695,0936650087,7.0
325110,849617221X,7.0
325111,8496172430,7.0
182536,0743443160,7.0
182551,0743444124,7.0
319991,8445073559,7.0
319992,8445073796,7.0
319993,8445073818,7.0
320000,8445073974,7.0
158784,0671681303,7.0
158834,067168325X,7.0
158701,067167806X,7.0
158732,0671679287,7.0
158737,0671679414,7.0
268735,1592400302,7.0
268737,1592400337,7.0
41318,031222964X,7.0
41321,0312232780,7.0
41352,0312241992,7.0
55073,0345366670,7.0
241678,0936399953,7.0
241686,0936602139,7.0
182616,07434466527,7.0
182622,0743448405,7.0
158665,0671676644,7.0
41302,0312216130,7.0
41304,0312217331,7.0
41312,0312222831,7.0
319970,8445072110,7.0
319976,8445072862,7.0
12510,0061092398,7.0
158541,0671672665,7.0
182635,0743448847,7.0
334157,9068061143,7.0
241603,0935741178,7.0
241604,0935741194,7.0
158506,0671670883,7.0
158515,0671671359,7.0
268859,1592910092,7.0
268870,1593071639,7.0
86262,0394554264,7.0
86267,0394554809,7.0
241567,093557641X,7.0
241592,093570177X,7.0
241594,0935702121,7.0
241597,093570258X,7.0
4502,0028702514,7.0
268933,1593100566,7.0
319898,8441409099,7.0
319899,8441409242,7.0
319901,8441409439,7.0
319916,8441508860,7.0
319919,8441510547,7.0
319921,8441511446,7.0
319926,8445070002,7.0
319930,844507024X,7.0
41209,0312206062,7.0
2913,0007134495,7.0
241533,093531282X,7.0
241535,0935312919,7.0
241540,0935400133,7.0
241552,0935526455,7.0
336722,9709151967,7.0
2904,0007133340,7.0
2906,000713360X,7.0
268971,1593280033,7.0
158400,0671666584,7.0
12564,0061094005,7.0
319877,8441401152,7.0
319878,8441401179,7.0
319879,844140206X,7.0
158416,0671667475,7.0
86276,0394555368,7.0
319885,8441403953,7.0
319886,8441404712,7.0
241446,0934977232,7.0
241447,0934977259,7.0
158304,0671662694,7.0
269042,1594140731,7.0
41131,0312203489,7.0
41134,031220356X,7.0
319832,8440697414,7.0
319835,8440697805,7.0
86329,0394559541,7.0
319843,8440699689,7.0
319858,8441204195,7.0
319859,8441302758,7.0
158289,067166218x,7.0
241472,0935091009,7.0
55151,0345369513,7.0
241505,0935216677,7.0
182773,0743456904,7.0
182784,0743457293,7.0
41112,0312202865,7.0
86324,0394559290,7.0
41104,0312201729,7.0
41105,0312201737,7.0
158172,0671657682,7.0
77120,0380751593,7.0
55176,0345370619,7.0
241398,0934793409,7.0
241399,0934793476,7.0
241433,0934971013,7.0
319793,8440690347,7.0
319798,8440691459,7.0
319800,8440691491,7.0
319802,8440691955,7.0
319823,8440695810,7.0
41094,0312200447,7.0
319828,8440696817,7.0
269115,1594574073,7.0
336741,9715117783,7.0
336742,9715420400,7.0
336743,9715503446,7.0
325232,8497340752,7.0
241387,0934678928,7.0
182845,0743459032,7.0
182847,0743459121,7.0
182869,0743462866,7.0
182876,0743463064,7.0
158077,0671655450,7.0
158081,0671655515,7.0
2884,0007130058,7.0
2897,0007131275,7.0
319779,8440686013,7.0
319782,8440687001,7.0
269139,16785/87,7.0
269160,1740091116,7.0
